group_id,Solar,Wind Onshore,totalRenewable,startTime,total,percentRenewable
386,0.0,9.5,9.5,202001170200,3865.25,0
387,0.0,6.25,6.25,202001170300,3845.0,0
388,0.0,5.0,5.0,202001170400,3963.25,0
389,0.0,5.0,5.0,202001170500,4062.25,0
390,6.25,7.0,13.25,202001170600,4119.0,0
391,52.75,11.5,64.25,202001170700,4175.5,2
392,133.0,15.75,148.75,202001170800,4230.75,4
393,198.75,20.5,219.25,202001170900,4246.5,5
394,228.0,25.0,253.0,202001171000,4341.75,6
395,224.0,30.25,254.25,202001171100,4349.25,6
396,188.75,37.5,226.25,202001171200,4289.5,5
397,116.0,45.25,161.25,202001171300,4260.25,4
398,36.25,58.5,94.75,202001171400,4188.75,2
399,0.75,60.5,61.25,202001171500,4095.25,1
400,0.0,58.75,58.75,202001171600,4119.75,1
401,0.0,62.25,62.25,202001171700,4162.5,1
402,0.0,67.5,67.5,202001171800,4136.25,2
403,0.0,64.5,64.5,202001171900,4101.5,2
404,0.0,63.5,63.5,202001172000,4059.0,2
405,0.0,64.0,64.0,202001172100,4117.0,2
406,0.0,61.5,61.5,202001172200,4109.75,1
407,0.0,32.25,32.25,202001172300,3965.0,1
408,0.0,28.75,28.75,202001180000,3904.75,1
409,0.0,33.5,33.5,202001180100,3837.5,1
410,0.0,35.0,35.0,202001180200,3799.0,1
411,0.0,33.0,33.0,202001180300,3738.5,1
412,0.0,18.0,18.0,202001180400,3820.75,0
413,0.0,7.5,7.5,202001180500,3894.5,0
414,5.0,3.0,8.0,202001180600,3911.5,0
415,41.75,2.25,44.0,202001180700,3975.0,1
416,104.5,1.0,105.5,202001180800,4080.5,3
417,157.0,0.0,157.0,202001180900,4136.75,4
418,179.5,0.0,179.5,202001181000,4154.25,4
419,176.25,0.0,176.25,202001181100,4135.75,4
420,146.75,0.0,146.75,202001181200,4049.5,4
421,89.0,0.0,89.0,202001181300,3974.25,2
422,28.25,0.5,28.75,202001181400,3908.0,1
423,0.75,1.25,2.0,202001181500,3967.0,0
424,0.0,4.25,4.25,202001181600,3996.0,0
425,0.0,10.0,10.0,202001181700,3966.0,0
426,0.0,13.5,13.5,202001181800,3944.0,0
427,0.0,18.0,18.0,202001181900,3924.5,0
428,0.0,27.25,27.25,202001182000,3962.5,1
429,0.0,34.25,34.25,202001182100,3936.75,1
430,0.0,43.5,43.5,202001182200,3906.75,1
431,0.0,22.25,22.25,202001182300,3775.25,1
432,0.0,18.25,18.25,202001190000,3754.0,0
433,0.0,24.25,24.25,202001190100,3748.75,1
434,0.0,34.75,34.75,202001190200,3708.0,1
435,0.0,48.5,48.5,202001190300,3712.25,1
436,0.0,90.5,90.5,202001190400,3730.5,2
437,0.0,114.75,114.75,202001190500,3810.25,3
438,2.5,104.75,107.25,202001190600,3876.0,3
439,28.75,94.0,122.75,202001190700,3927.75,3
440,74.25,95.5,169.75,202001190800,3977.5,4
441,114.0,99.25,213.25,202001190900,4010.5,5
442,135.25,100.0,235.25,202001191000,4054.75,6
443,133.75,95.5,229.25,202001191100,4057.0,6
444,112.0,107.0,219.0,202001191200,4012.0,5
445,68.5,131.75,200.25,202001191300,3947.0,5
446,22.25,154.75,177.0,202001191400,3881.5,5
447,1.0,170.5,171.5,202001191500,3911.0,4
448,0.0,170.75,170.75,202001191600,3930.75,4
449,0.0,173.25,173.25,202001191700,3879.0,4
450,0.0,172.25,172.25,202001191800,3891.25,4
451,0.0,170.25,170.25,202001191900,3892.75,4
452,0.0,168.0,168.0,202001192000,3897.0,4
453,0.0,164.75,164.75,202001192100,3848.75,4
454,0.0,150.5,150.5,202001192200,3847.75,4
455,0.0,46.5,46.5,202001192300,3945.0,1
456,0.0,47.0,47.0,202001200000,3887.0,1
457,0.0,47.75,47.75,202001200100,3889.5,1
458,0.0,46.75,46.75,202001200200,3848.75,1
459,0.0,45.0,45.0,202001200300,3848.25,1
460,0.0,42.5,42.5,202001200400,4027.0,1
461,0.0,42.25,42.25,202001200500,4158.5,1
462,4.75,43.5,48.25,202001200600,4192.25,1
463,39.75,38.5,78.25,202001200700,4237.0,2
464,100.25,29.25,129.5,202001200800,4293.5,3
465,151.25,19.75,171.0,202001200900,4326.25,4
466,174.0,13.75,187.75,202001201000,4362.5,4
467,171.25,9.25,180.5,202001201100,4371.25,4
468,143.25,8.75,152.0,202001201200,4317.25,4
469,89.75,11.25,101.0,202001201300,4235.5,2
470,32.5,14.0,46.5,202001201400,4159.25,1
471,3.25,23.0,26.25,202001201500,4152.25,1
472,0.0,26.5,26.5,202001201600,4184.0,1
473,0.0,19.0,19.0,202001201700,4186.0,0
474,0.0,12.0,12.0,202001201800,4167.75,0
475,0.0,13.0,13.0,202001201900,4162.0,0
476,0.0,17.5,17.5,202001202000,4151.0,0
477,0.0,13.5,13.5,202001202100,4125.0,0
478,0.0,7.5,7.5,202001202200,4105.5,0
479,0.0,20.75,20.75,202001202300,4032.25,1
480,0.0,12.75,12.75,202001210000,4027.75,0
481,0.0,3.25,3.25,202001210100,3956.5,0
482,0.0,2.0,2.0,202001210200,3911.75,0
483,0.0,1.25,1.25,202001210300,3923.0,0
484,0.0,2.0,2.0,202001210400,4046.75,0
485,10.25,3.75,14.0,202001210500,4192.75,0
486,43.0,11.0,54.0,202001210600,4220.5,1
487,97.25,14.75,112.0,202001210700,4281.25,3
488,164.0,11.25,175.25,202001210800,4342.5,4
489,200.75,10.25,211.0,202001210900,4398.0,5
490,202.5,10.75,213.25,202001211000,4428.0,5
491,180.5,10.75,191.25,202001211100,4447.5,4
492,146.25,8.5,154.75,202001211200,4380.25,4
493,113.75,5.25,119.0,202001211300,4332.0,3
494,73.0,5.0,78.0,202001211400,4232.25,2
495,20.25,6.5,26.75,202001211500,4194.5,1
496,0.0,10.5,10.5,202001211600,4228.75,0
497,0.0,14.0,14.0,202001211700,4247.0,0
498,0.0,16.75,16.75,202001211800,4227.25,0
499,0.0,17.25,17.25,202001211900,4161.0,0
500,0.0,14.25,14.25,202001212000,4161.5,0
501,0.0,7.5,7.5,202001212100,4135.0,0
502,0.0,4.5,4.5,202001212200,4115.25,0
503,0.0,3.0,3.0,202001212300,3954.0,0
504,0.0,3.0,3.0,202001220000,3969.25,0
505,0.0,2.0,2.0,202001220100,3918.0,0
506,0.0,2.0,2.0,202001220200,3876.75,0
507,0.0,1.75,1.75,202001220300,3886.0,0
508,0.0,1.0,1.0,202001220400,4027.5,0
509,0.0,2.5,2.5,202001220500,4160.0,0
510,10.25,6.25,16.5,202001220600,4210.75,0
511,71.75,4.5,76.25,202001220700,4281.25,2
512,173.5,4.5,178.0,202001220800,4376.0,4
513,255.25,5.75,261.0,202001220900,4428.25,6
514,293.0,7.5,300.5,202001221000,4496.75,7
515,294.0,10.0,304.0,202001221100,4513.0,7
516,254.5,16.5,271.0,202001221200,4427.75,6
517,170.0,25.75,195.75,202001221300,4316.25,5
518,66.25,40.5,106.75,202001221400,4200.0,3
519,6.5,59.75,66.25,202001221500,4200.0,2
520,0.0,128.5,128.5,202001221600,4236.0,3
521,0.0,169.25,169.25,202001221700,4276.5,4
522,0.0,147.0,147.0,202001221800,4279.5,3
523,0.0,139.25,139.25,202001221900,4284.0,3
524,0.0,175.0,175.0,202001222000,4217.25,4
525,0.0,218.5,218.5,202001222100,4139.25,5
526,0.0,210.5,210.5,202001222200,4116.75,5
527,0.0,184.0,184.0,202001222300,4142.5,4
528,0.0,167.5,167.5,202001230000,4112.5,4
529,0.0,133.5,133.5,202001230100,4074.5,3
